"","reason_vas_combined","vignette","id","person_code","comp","age","gender2","education","cond"
"6667","Reasonable","Emma","s13269","d547b0fe851b1f8786fce767e3d89f50","Yes",18,"male",18,"Ignorance"
"6668","Reasonable","Darrel","s13269","d547b0fe851b1f8786fce767e3d89f50","Yes",18,"male",18,"Gettier"
"6669","Reasonable","Gerald","s13269","d547b0fe851b1f8786fce767e3d89f50","Yes",18,"male",18,"Knowledge"
"6673","Reasonable","Darrel","s13270","d547b0fe851b1f8786fce767e3d89f50","Yes",20,"female",16,"Ignorance"
"6674","Reasonable","Gerald","s13270","d547b0fe851b1f8786fce767e3d89f50","Yes",20,"female",16,"Knowledge"
"6675","Reasonable","Emma","s13270","d547b0fe851b1f8786fce767e3d89f50","Yes",20,"female",16,"Gettier"
"6679","Reasonable","Darrel","s13276","04aec6c128a6d0c7b156124a782a2e17","Yes",18,"male",12,"Ignorance"
"6680","Unreasonable","Emma","s13276","04aec6c128a6d0c7b156124a782a2e17","Yes",18,"male",12,"Gettier"
"6681","Reasonable","Gerald","s13276","04aec6c128a6d0c7b156124a782a2e17","Yes",18,"male",12,"Knowledge"
"6697","Reasonable","Emma","s13297","04aec6c128a6d0c7b156124a782a2e17","No",60,"female",14,"Gettier"
"6698","Reasonable","Gerald","s13297","04aec6c128a6d0c7b156124a782a2e17","No",60,"female",14,"Knowledge"
"6699","Reasonable","Darrel","s13297","04aec6c128a6d0c7b156124a782a2e17","No",60,"female",14,"Ignorance"
"6715","Reasonable","Darrel","s13305","04aec6c128a6d0c7b156124a782a2e17","Yes",18,"female",14,"Knowledge"
"6716","Reasonable","Emma","s13305","04aec6c128a6d0c7b156124a782a2e17","Yes",18,"female",14,"Gettier"
"6717","Reasonable","Gerald","s13305","04aec6c128a6d0c7b156124a782a2e17","Yes",18,"female",14,"Ignorance"
"6718","Reasonable","Darrel","s13307","82d647ec9366dd067a092145d7d8ee7b","Yes",18,"female",13,"Ignorance"
"6719","Reasonable","Gerald","s13307","82d647ec9366dd067a092145d7d8ee7b","Yes",18,"female",13,"Knowledge"
"6720","Reasonable","Emma","s13307","82d647ec9366dd067a092145d7d8ee7b","Yes",18,"female",13,"Gettier"
"6736","Reasonable","Darrel","s13317","82d647ec9366dd067a092145d7d8ee7b","Yes",18,"female",1,"Ignorance"
"6737","Reasonable","Gerald","s13317","82d647ec9366dd067a092145d7d8ee7b","Yes",18,"female",1,"Knowledge"
"6738","Reasonable","Emma","s13317","82d647ec9366dd067a092145d7d8ee7b","Yes",18,"female",1,"Gettier"
"6760","Reasonable","Emma","s13332","82d647ec9366dd067a092145d7d8ee7b","Yes",21,"female",13,"Gettier"
"6761","Reasonable","Gerald","s13332","82d647ec9366dd067a092145d7d8ee7b","Yes",21,"female",13,"Knowledge"
"6762","Reasonable","Darrel","s13332","82d647ec9366dd067a092145d7d8ee7b","Yes",21,"female",13,"Ignorance"
"6766","Reasonable","Emma","s13334","82d647ec9366dd067a092145d7d8ee7b","Yes",23,"female",16,"Gettier"
"6767","Reasonable","Gerald","s13334","82d647ec9366dd067a092145d7d8ee7b","Yes",23,"female",16,"Knowledge"
"6768","Reasonable","Darrel","s13334","82d647ec9366dd067a092145d7d8ee7b","Yes",23,"female",16,"Ignorance"
"6769","Reasonable","Gerald","s13335","82d647ec9366dd067a092145d7d8ee7b","Yes",18,"female",13,"Ignorance"
"6770","Reasonable","Emma","s13335","82d647ec9366dd067a092145d7d8ee7b","Yes",18,"female",13,"Knowledge"
"6771","Reasonable","Darrel","s13335","82d647ec9366dd067a092145d7d8ee7b","Yes",18,"female",13,"Gettier"
"6772","Reasonable","Darrel","s13338","d547b0fe851b1f8786fce767e3d89f50","Yes",21,"male",17,"Knowledge"
"6774","Reasonable","Gerald","s13338","d547b0fe851b1f8786fce767e3d89f50","Yes",21,"male",17,"Gettier"
"6775","Reasonable","Darrel","s13340","5f4f444af13a37ac3598f3f4f613f560","Yes",20,"male",15,"Gettier"
"6776","Reasonable","Emma","s13340","5f4f444af13a37ac3598f3f4f613f560","Yes",20,"male",15,"Ignorance"
"6777","Reasonable","Gerald","s13340","5f4f444af13a37ac3598f3f4f613f560","Yes",20,"male",15,"Knowledge"
"6784","Reasonable","Darrel","s13345","5f4f444af13a37ac3598f3f4f613f560","Yes",22,"female",17,"Gettier"
"6785","Unreasonable","Emma","s13345","5f4f444af13a37ac3598f3f4f613f560","Yes",22,"female",17,"Ignorance"
"6786","Reasonable","Gerald","s13345","5f4f444af13a37ac3598f3f4f613f560","Yes",22,"female",17,"Knowledge"
"6793","Reasonable","Emma","s13349","82d647ec9366dd067a092145d7d8ee7b","Yes",20,"female",14,"Knowledge"
"6794","Reasonable","Gerald","s13349","82d647ec9366dd067a092145d7d8ee7b","Yes",20,"female",14,"Ignorance"
"6795","Reasonable","Darrel","s13349","82d647ec9366dd067a092145d7d8ee7b","Yes",20,"female",14,"Gettier"
"6802","Reasonable","Darrel","s13351","82d647ec9366dd067a092145d7d8ee7b","No",28,"female",12,"Gettier"
"6803","Reasonable","Emma","s13351","82d647ec9366dd067a092145d7d8ee7b","No",28,"female",12,"Knowledge"
"6804","Reasonable","Gerald","s13351","82d647ec9366dd067a092145d7d8ee7b","No",28,"female",12,"Ignorance"
"6811","Reasonable","Gerald","s13354","04aec6c128a6d0c7b156124a782a2e17","Yes",18,"female",18,"Ignorance"
"6812","Reasonable","Darrel","s13354","04aec6c128a6d0c7b156124a782a2e17","Yes",18,"female",18,"Gettier"
"6813","Reasonable","Emma","s13354","04aec6c128a6d0c7b156124a782a2e17","Yes",18,"female",18,"Knowledge"
"6880","Reasonable","Darrel","s13390","04aec6c128a6d0c7b156124a782a2e17","Yes",19,"male",13,"Knowledge"
"6881","Reasonable","Gerald","s13390","04aec6c128a6d0c7b156124a782a2e17","Yes",19,"male",13,"Ignorance"
"6882","Reasonable","Emma","s13390","04aec6c128a6d0c7b156124a782a2e17","Yes",19,"male",13,"Gettier"
"6898","Reasonable","Emma","s13405","82d647ec9366dd067a092145d7d8ee7b","Yes",27,"male",18,"Knowledge"
"6899","Reasonable","Darrel","s13405","82d647ec9366dd067a092145d7d8ee7b","Yes",27,"male",18,"Gettier"
"6900","Reasonable","Gerald","s13405","82d647ec9366dd067a092145d7d8ee7b","Yes",27,"male",18,"Ignorance"
"6940","Reasonable","Emma","s13429","d547b0fe851b1f8786fce767e3d89f50","Yes",18,"female",14,"Gettier"
"6941","Reasonable","Gerald","s13429","d547b0fe851b1f8786fce767e3d89f50","Yes",18,"female",14,"Ignorance"
"6942","Reasonable","Darrel","s13429","d547b0fe851b1f8786fce767e3d89f50","Yes",18,"female",14,"Knowledge"
"6943","Unreasonable","Gerald","s13432","82d647ec9366dd067a092145d7d8ee7b","Yes",19,"female",18,"Ignorance"
"6944","Reasonable","Darrel","s13432","82d647ec9366dd067a092145d7d8ee7b","Yes",19,"female",18,"Knowledge"
"6945","Reasonable","Emma","s13432","82d647ec9366dd067a092145d7d8ee7b","Yes",19,"female",18,"Gettier"
"6961","Reasonable","Emma","s13446","82d647ec9366dd067a092145d7d8ee7b","Yes",19,"male",12,"Knowledge"
"6962","Reasonable","Darrel","s13446","82d647ec9366dd067a092145d7d8ee7b","Yes",19,"male",12,"Ignorance"
"6963","Reasonable","Gerald","s13446","82d647ec9366dd067a092145d7d8ee7b","Yes",19,"male",12,"Gettier"
"6964","Reasonable","Darrel","s13448","d547b0fe851b1f8786fce767e3d89f50","Yes",19,"female",14,"Ignorance"
"6965","Reasonable","Gerald","s13448","d547b0fe851b1f8786fce767e3d89f50","Yes",19,"female",14,"Gettier"
"6966","Reasonable","Emma","s13448","d547b0fe851b1f8786fce767e3d89f50","Yes",19,"female",14,"Knowledge"
"6970","Reasonable","Emma","s13454","82d647ec9366dd067a092145d7d8ee7b","Yes",20,"female",13,"Knowledge"
"6971","Unreasonable","Gerald","s13454","82d647ec9366dd067a092145d7d8ee7b","Yes",20,"female",13,"Ignorance"
"7000","Reasonable","Darrel","s13476","5f4f444af13a37ac3598f3f4f613f560","Yes",21,"female",15,"Knowledge"
"7001","Reasonable","Emma","s13476","5f4f444af13a37ac3598f3f4f613f560","Yes",21,"female",15,"Gettier"
"7002","Reasonable","Gerald","s13476","5f4f444af13a37ac3598f3f4f613f560","Yes",21,"female",15,"Ignorance"
"7003","Reasonable","Darrel","s13477","d547b0fe851b1f8786fce767e3d89f50","Yes",19,"female",14,"Knowledge"
"7004","Reasonable","Gerald","s13477","d547b0fe851b1f8786fce767e3d89f50","Yes",19,"female",14,"Gettier"
"7005","Reasonable","Emma","s13477","d547b0fe851b1f8786fce767e3d89f50","Yes",19,"female",14,"Ignorance"
"7006","Reasonable","Gerald","s13480","5f4f444af13a37ac3598f3f4f613f560","Yes",21,"female",15,"Ignorance"
"7007","Reasonable","Darrel","s13480","5f4f444af13a37ac3598f3f4f613f560","Yes",21,"female",15,"Knowledge"
"7008","Reasonable","Emma","s13480","5f4f444af13a37ac3598f3f4f613f560","Yes",21,"female",15,"Gettier"
"7015","Reasonable","Darrel","s13492","5f4f444af13a37ac3598f3f4f613f560","Yes",18,"male",12,"Gettier"
"7016","Reasonable","Emma","s13492","5f4f444af13a37ac3598f3f4f613f560","Yes",18,"male",12,"Knowledge"
"7017","Reasonable","Gerald","s13492","5f4f444af13a37ac3598f3f4f613f560","Yes",18,"male",12,"Ignorance"
"7027","Reasonable","Darrel","s13502","b975583369996d9136088dbe211abfcf","Yes",31,"male",14,"Ignorance"
"7028","Reasonable","Gerald","s13502","b975583369996d9136088dbe211abfcf","Yes",31,"male",14,"Knowledge"
"7029","Reasonable","Emma","s13502","b975583369996d9136088dbe211abfcf","Yes",31,"male",14,"Gettier"
"7042","Reasonable","Darrel","s13511","5f4f444af13a37ac3598f3f4f613f560","Yes",19,"female",15,"Ignorance"
"7044","Reasonable","Gerald","s13511","5f4f444af13a37ac3598f3f4f613f560","Yes",19,"female",15,"Knowledge"
"7045","Reasonable","Darrel","s13512","5f4f444af13a37ac3598f3f4f613f560","Yes",18,"female",14,"Gettier"
"7046","Reasonable","Gerald","s13512","5f4f444af13a37ac3598f3f4f613f560","Yes",18,"female",14,"Ignorance"
"7047","Reasonable","Emma","s13512","5f4f444af13a37ac3598f3f4f613f560","Yes",18,"female",14,"Knowledge"
"7048","Unreasonable","Gerald","s13513","5f4f444af13a37ac3598f3f4f613f560","Yes",18,"female",13,"Knowledge"
"7049","Reasonable","Emma","s13513","5f4f444af13a37ac3598f3f4f613f560","Yes",18,"female",13,"Ignorance"
"7050","Reasonable","Darrel","s13513","5f4f444af13a37ac3598f3f4f613f560","Yes",18,"female",13,"Gettier"
"7060","Reasonable","Gerald","s13518","d547b0fe851b1f8786fce767e3d89f50","Yes",19,"female",15,"Ignorance"
"7061","Reasonable","Darrel","s13518","d547b0fe851b1f8786fce767e3d89f50","Yes",19,"female",15,"Gettier"
"7062","Reasonable","Emma","s13518","d547b0fe851b1f8786fce767e3d89f50","Yes",19,"female",15,"Knowledge"
"7069","Reasonable","Gerald","s13523","b975583369996d9136088dbe211abfcf","Yes",18,"female",12,"Ignorance"
"7070","Reasonable","Darrel","s13523","b975583369996d9136088dbe211abfcf","Yes",18,"female",12,"Gettier"
"7071","Unreasonable","Emma","s13523","b975583369996d9136088dbe211abfcf","Yes",18,"female",12,"Knowledge"
"7078","Reasonable","Gerald","s13527","5f4f444af13a37ac3598f3f4f613f560","Yes",20,"female",15,"Gettier"
"7079","Reasonable","Darrel","s13527","5f4f444af13a37ac3598f3f4f613f560","Yes",20,"female",15,"Ignorance"
"7080","Reasonable","Emma","s13527","5f4f444af13a37ac3598f3f4f613f560","Yes",20,"female",15,"Knowledge"
"7084","Reasonable","Emma","s13530","04aec6c128a6d0c7b156124a782a2e17","Yes",20,"female",14,"Gettier"
"7085","Reasonable","Darrel","s13530","04aec6c128a6d0c7b156124a782a2e17","Yes",20,"female",14,"Knowledge"
"7086","Reasonable","Gerald","s13530","04aec6c128a6d0c7b156124a782a2e17","Yes",20,"female",14,"Ignorance"
"7090","Reasonable","Emma","s13532","5f4f444af13a37ac3598f3f4f613f560","Yes",18,"male",12,"Gettier"
"7091","Reasonable","Gerald","s13532","5f4f444af13a37ac3598f3f4f613f560","Yes",18,"male",12,"Knowledge"
"7092","Unreasonable","Darrel","s13532","5f4f444af13a37ac3598f3f4f613f560","Yes",18,"male",12,"Ignorance"
"7105","Unreasonable","Emma","s13551","d547b0fe851b1f8786fce767e3d89f50","Yes",19,"male",15,"Gettier"
"7106","Reasonable","Gerald","s13551","d547b0fe851b1f8786fce767e3d89f50","Yes",19,"male",15,"Ignorance"
"7107","Reasonable","Darrel","s13551","d547b0fe851b1f8786fce767e3d89f50","Yes",19,"male",15,"Knowledge"
"7108","Reasonable","Darrel","s13554","04aec6c128a6d0c7b156124a782a2e17","Yes",19,"female",14,"Knowledge"
"7109","Reasonable","Emma","s13554","04aec6c128a6d0c7b156124a782a2e17","Yes",19,"female",14,"Gettier"
"7110","Unreasonable","Gerald","s13554","04aec6c128a6d0c7b156124a782a2e17","Yes",19,"female",14,"Ignorance"
"7114","Reasonable","Emma","s13561","5f4f444af13a37ac3598f3f4f613f560","Yes",21,"female",15,"Knowledge"
"7115","Reasonable","Gerald","s13561","5f4f444af13a37ac3598f3f4f613f560","Yes",21,"female",15,"Ignorance"
"7116","Reasonable","Darrel","s13561","5f4f444af13a37ac3598f3f4f613f560","Yes",21,"female",15,"Gettier"
"7120","Reasonable","Emma","s13564","5f4f444af13a37ac3598f3f4f613f560","Yes",21,"male",14,"Gettier"
"7121","Reasonable","Gerald","s13564","5f4f444af13a37ac3598f3f4f613f560","Yes",21,"male",14,"Ignorance"
"7122","Reasonable","Darrel","s13564","5f4f444af13a37ac3598f3f4f613f560","Yes",21,"male",14,"Knowledge"
"7123","Reasonable","Emma","s13565","5f4f444af13a37ac3598f3f4f613f560","Yes",19,"male",15,"Knowledge"
"7124","Reasonable","Gerald","s13565","5f4f444af13a37ac3598f3f4f613f560","Yes",19,"male",15,"Gettier"
"7125","Reasonable","Darrel","s13565","5f4f444af13a37ac3598f3f4f613f560","Yes",19,"male",15,"Ignorance"
"7126","Reasonable","Gerald","s13566","04aec6c128a6d0c7b156124a782a2e17","Yes",18,"male",13,"Knowledge"
"7127","Reasonable","Darrel","s13566","04aec6c128a6d0c7b156124a782a2e17","Yes",18,"male",13,"Ignorance"
"7128","Reasonable","Emma","s13566","04aec6c128a6d0c7b156124a782a2e17","Yes",18,"male",13,"Gettier"
"7132","Reasonable","Emma","s13568","d547b0fe851b1f8786fce767e3d89f50","Yes",21,"female",16,"Ignorance"
"7133","Reasonable","Darrel","s13568","d547b0fe851b1f8786fce767e3d89f50","Yes",21,"female",16,"Knowledge"
"7134","Reasonable","Gerald","s13568","d547b0fe851b1f8786fce767e3d89f50","Yes",21,"female",16,"Gettier"
"7138","Reasonable","Gerald","s13571","b975583369996d9136088dbe211abfcf","Yes",18,"female",1,"Gettier"
"7139","Reasonable","Darrel","s13571","b975583369996d9136088dbe211abfcf","Yes",18,"female",1,"Ignorance"
"7140","Unreasonable","Emma","s13571","b975583369996d9136088dbe211abfcf","Yes",18,"female",1,"Knowledge"
"7141","Reasonable","Darrel","s13572","04aec6c128a6d0c7b156124a782a2e17","Yes",19,"male",13,"Knowledge"
"7142","Reasonable","Emma","s13572","04aec6c128a6d0c7b156124a782a2e17","Yes",19,"male",13,"Gettier"
"7143","Reasonable","Gerald","s13572","04aec6c128a6d0c7b156124a782a2e17","Yes",19,"male",13,"Ignorance"
"7144","Reasonable","Emma","s13573","5f4f444af13a37ac3598f3f4f613f560","Yes",18,"female",13,"Ignorance"
"7145","Reasonable","Gerald","s13573","5f4f444af13a37ac3598f3f4f613f560","Yes",18,"female",13,"Gettier"
"7146","Reasonable","Darrel","s13573","5f4f444af13a37ac3598f3f4f613f560","Yes",18,"female",13,"Knowledge"
"7150","Reasonable","Darrel","s13577","04aec6c128a6d0c7b156124a782a2e17","Yes",18,"female",12,"Knowledge"
"7151","Reasonable","Gerald","s13577","04aec6c128a6d0c7b156124a782a2e17","Yes",18,"female",12,"Gettier"
"7152","Reasonable","Emma","s13577","04aec6c128a6d0c7b156124a782a2e17","Yes",18,"female",12,"Ignorance"
"7159","Reasonable","Emma","s13580","d547b0fe851b1f8786fce767e3d89f50","Yes",18,"female",15,"Ignorance"
"7160","Reasonable","Gerald","s13580","d547b0fe851b1f8786fce767e3d89f50","Yes",18,"female",15,"Gettier"
"7161","Reasonable","Darrel","s13580","d547b0fe851b1f8786fce767e3d89f50","Yes",18,"female",15,"Knowledge"
"7162","Reasonable","Darrel","s13583","b975583369996d9136088dbe211abfcf","Yes",18,"female",15,"Ignorance"
"7163","Reasonable","Emma","s13583","b975583369996d9136088dbe211abfcf","Yes",18,"female",15,"Gettier"
"7164","Reasonable","Gerald","s13583","b975583369996d9136088dbe211abfcf","Yes",18,"female",15,"Knowledge"
"7171","Reasonable","Emma","s13588","b975583369996d9136088dbe211abfcf","Yes",19,"female",12,"Knowledge"
"7172","Reasonable","Darrel","s13588","b975583369996d9136088dbe211abfcf","Yes",19,"female",12,"Gettier"
"7173","Reasonable","Gerald","s13588","b975583369996d9136088dbe211abfcf","Yes",19,"female",12,"Ignorance"
"7192","Reasonable","Gerald","s13604","d547b0fe851b1f8786fce767e3d89f50","Yes",18,"female",18,"Ignorance"
"7193","Reasonable","Darrel","s13604","d547b0fe851b1f8786fce767e3d89f50","Yes",18,"female",18,"Knowledge"
"7194","Reasonable","Emma","s13604","d547b0fe851b1f8786fce767e3d89f50","Yes",18,"female",18,"Gettier"
"7207","Reasonable","Emma","s13614","5f4f444af13a37ac3598f3f4f613f560","Yes",18,"male",11,"Ignorance"
"7208","Reasonable","Darrel","s13614","5f4f444af13a37ac3598f3f4f613f560","Yes",18,"male",11,"Knowledge"
"7209","Reasonable","Gerald","s13614","5f4f444af13a37ac3598f3f4f613f560","Yes",18,"male",11,"Gettier"
"7210","Reasonable","Darrel","s13616","04aec6c128a6d0c7b156124a782a2e17","Yes",19,"female",13,"Knowledge"
"7211","Reasonable","Emma","s13616","04aec6c128a6d0c7b156124a782a2e17","Yes",19,"female",13,"Gettier"
"7212","Reasonable","Gerald","s13616","04aec6c128a6d0c7b156124a782a2e17","Yes",19,"female",13,"Ignorance"
"7216","Reasonable","Emma","s13620","5f4f444af13a37ac3598f3f4f613f560","No",19,"female",13,"Knowledge"
"7217","Reasonable","Darrel","s13620","5f4f444af13a37ac3598f3f4f613f560","No",19,"female",13,"Gettier"
"7218","Reasonable","Gerald","s13620","5f4f444af13a37ac3598f3f4f613f560","No",19,"female",13,"Ignorance"
"7219","Reasonable","Gerald","s13624","5f4f444af13a37ac3598f3f4f613f560","Yes",18,"female",13,"Gettier"
"7220","Reasonable","Emma","s13624","5f4f444af13a37ac3598f3f4f613f560","Yes",18,"female",13,"Ignorance"
"7221","Reasonable","Darrel","s13624","5f4f444af13a37ac3598f3f4f613f560","Yes",18,"female",13,"Knowledge"
"7225","Reasonable","Emma","s13626","5f4f444af13a37ac3598f3f4f613f560","Yes",19,"male",13,"Ignorance"
"7226","Reasonable","Gerald","s13626","5f4f444af13a37ac3598f3f4f613f560","Yes",19,"male",13,"Knowledge"
"7227","Reasonable","Darrel","s13626","5f4f444af13a37ac3598f3f4f613f560","Yes",19,"male",13,"Gettier"
"7231","Reasonable","Emma","s13630","04aec6c128a6d0c7b156124a782a2e17","Yes",18,"male",12,"Gettier"
"7232","Reasonable","Darrel","s13630","04aec6c128a6d0c7b156124a782a2e17","Yes",18,"male",12,"Knowledge"
"7233","Reasonable","Gerald","s13630","04aec6c128a6d0c7b156124a782a2e17","Yes",18,"male",12,"Ignorance"
"7234","Reasonable","Emma","s13631","d547b0fe851b1f8786fce767e3d89f50","Yes",18,"female",13,"Ignorance"
"7235","Reasonable","Gerald","s13631","d547b0fe851b1f8786fce767e3d89f50","Yes",18,"female",13,"Gettier"
"7236","Reasonable","Darrel","s13631","d547b0fe851b1f8786fce767e3d89f50","Yes",18,"female",13,"Knowledge"
"7240","Reasonable","Darrel","s13634","04aec6c128a6d0c7b156124a782a2e17","Yes",18,"female",13,"Knowledge"
"7241","Reasonable","Emma","s13634","04aec6c128a6d0c7b156124a782a2e17","Yes",18,"female",13,"Ignorance"
"7242","Reasonable","Gerald","s13634","04aec6c128a6d0c7b156124a782a2e17","Yes",18,"female",13,"Gettier"
"7255","Reasonable","Emma","s13639","b975583369996d9136088dbe211abfcf","Yes",18,"female",12,"Ignorance"
"7256","Reasonable","Gerald","s13639","b975583369996d9136088dbe211abfcf","Yes",18,"female",12,"Knowledge"
"7257","Reasonable","Darrel","s13639","b975583369996d9136088dbe211abfcf","Yes",18,"female",12,"Gettier"
"7261","Reasonable","Gerald","s13641","b975583369996d9136088dbe211abfcf","Yes",18,"female",13,"Gettier"
"7262","Reasonable","Darrel","s13641","b975583369996d9136088dbe211abfcf","Yes",18,"female",13,"Knowledge"
"7263","Reasonable","Emma","s13641","b975583369996d9136088dbe211abfcf","Yes",18,"female",13,"Ignorance"
"7264","Reasonable","Gerald","s13643","d547b0fe851b1f8786fce767e3d89f50","Yes",20,"male",16,"Knowledge"
"7265","Reasonable","Darrel","s13643","d547b0fe851b1f8786fce767e3d89f50","Yes",20,"male",16,"Gettier"
"7266","Reasonable","Emma","s13643","d547b0fe851b1f8786fce767e3d89f50","Yes",20,"male",16,"Ignorance"
"7288","Reasonable","Gerald","s13660","04aec6c128a6d0c7b156124a782a2e17","Yes",18,"male",13,"Gettier"
"7289","Reasonable","Emma","s13660","04aec6c128a6d0c7b156124a782a2e17","Yes",18,"male",13,"Ignorance"
"7290","Reasonable","Darrel","s13660","04aec6c128a6d0c7b156124a782a2e17","Yes",18,"male",13,"Knowledge"
"7300","Reasonable","Darrel","s13666","d547b0fe851b1f8786fce767e3d89f50","Yes",19,"female",15,"Ignorance"
"7301","Reasonable","Emma","s13666","d547b0fe851b1f8786fce767e3d89f50","Yes",19,"female",15,"Gettier"
"7302","Reasonable","Gerald","s13666","d547b0fe851b1f8786fce767e3d89f50","Yes",19,"female",15,"Knowledge"
"7312","Reasonable","Darrel","s13677","b975583369996d9136088dbe211abfcf","Yes",18,"female",12,"Ignorance"
"7314","Reasonable","Gerald","s13677","b975583369996d9136088dbe211abfcf","Yes",18,"female",12,"Gettier"
"7318","Reasonable","Darrel","s13681","04aec6c128a6d0c7b156124a782a2e17","Yes",18,"female",13,"Gettier"
"7319","Reasonable","Emma","s13681","04aec6c128a6d0c7b156124a782a2e17","Yes",18,"female",13,"Knowledge"
"7320","Reasonable","Gerald","s13681","04aec6c128a6d0c7b156124a782a2e17","Yes",18,"female",13,"Ignorance"
"7324","Reasonable","Darrel","s13684","b975583369996d9136088dbe211abfcf","Yes",22,"female",3,"Ignorance"
"7325","Unreasonable","Emma","s13684","b975583369996d9136088dbe211abfcf","Yes",22,"female",3,"Gettier"
"7326","Reasonable","Gerald","s13684","b975583369996d9136088dbe211abfcf","Yes",22,"female",3,"Knowledge"
"7336","Reasonable","Gerald","s13693","b975583369996d9136088dbe211abfcf","No",18,"female",14,"Gettier"
"7337","Unreasonable","Emma","s13693","b975583369996d9136088dbe211abfcf","No",18,"female",14,"Ignorance"
"7338","Reasonable","Darrel","s13693","b975583369996d9136088dbe211abfcf","No",18,"female",14,"Knowledge"
"7342","Reasonable","Darrel","s13695","04aec6c128a6d0c7b156124a782a2e17","Yes",18,"female",13,"Gettier"
"7343","Reasonable","Gerald","s13695","04aec6c128a6d0c7b156124a782a2e17","Yes",18,"female",13,"Knowledge"
"7344","Reasonable","Emma","s13695","04aec6c128a6d0c7b156124a782a2e17","Yes",18,"female",13,"Ignorance"
"7345","Unreasonable","Darrel","s13696","d547b0fe851b1f8786fce767e3d89f50","No",18,"female",13,"Ignorance"
"7346","Reasonable","Emma","s13696","d547b0fe851b1f8786fce767e3d89f50","No",18,"female",13,"Knowledge"
"7347","Reasonable","Gerald","s13696","d547b0fe851b1f8786fce767e3d89f50","No",18,"female",13,"Gettier"
"7348","Reasonable","Darrel","s13699","b975583369996d9136088dbe211abfcf","Yes",18,"female",12,"Ignorance"
"7349","Reasonable","Emma","s13699","b975583369996d9136088dbe211abfcf","Yes",18,"female",12,"Gettier"
"7350","Reasonable","Gerald","s13699","b975583369996d9136088dbe211abfcf","Yes",18,"female",12,"Knowledge"
"7363","Reasonable","Emma","s13708","b975583369996d9136088dbe211abfcf","No",25,"male",18,"Ignorance"
"7364","Reasonable","Gerald","s13708","b975583369996d9136088dbe211abfcf","No",25,"male",18,"Knowledge"
"7365","Reasonable","Darrel","s13708","b975583369996d9136088dbe211abfcf","No",25,"male",18,"Gettier"
"7366","Reasonable","Gerald","s13709","5f4f444af13a37ac3598f3f4f613f560","Yes",19,"male",13,"Gettier"
"7367","Reasonable","Darrel","s13709","5f4f444af13a37ac3598f3f4f613f560","Yes",19,"male",13,"Ignorance"
"7368","Reasonable","Emma","s13709","5f4f444af13a37ac3598f3f4f613f560","Yes",19,"male",13,"Knowledge"
"7372","Reasonable","Emma","s13711","d547b0fe851b1f8786fce767e3d89f50","Yes",19,"male",15,"Gettier"
"7373","Reasonable","Gerald","s13711","d547b0fe851b1f8786fce767e3d89f50","Yes",19,"male",15,"Ignorance"
"7374","Reasonable","Darrel","s13711","d547b0fe851b1f8786fce767e3d89f50","Yes",19,"male",15,"Knowledge"
"7375","Reasonable","Darrel","s13719","b975583369996d9136088dbe211abfcf","Yes",18,"male",13,"Ignorance"
"7376","Reasonable","Gerald","s13719","b975583369996d9136088dbe211abfcf","Yes",18,"male",13,"Knowledge"
"7377","Reasonable","Emma","s13719","b975583369996d9136088dbe211abfcf","Yes",18,"male",13,"Gettier"
"7390","Reasonable","Gerald","s1373","6109cf70459f0edc57ccb89cf26d66ef","No",19,"female",12,"Gettier"
"7391","Unreasonable","Emma","s1373","6109cf70459f0edc57ccb89cf26d66ef","No",19,"female",12,"Ignorance"
"7392","Reasonable","Darrel","s1373","6109cf70459f0edc57ccb89cf26d66ef","No",19,"female",12,"Knowledge"
"7399","Reasonable","Darrel","s13733","5f4f444af13a37ac3598f3f4f613f560","Yes",19,"female",13,"Ignorance"
"7400","Reasonable","Gerald","s13733","5f4f444af13a37ac3598f3f4f613f560","Yes",19,"female",13,"Gettier"
"7401","Reasonable","Emma","s13733","5f4f444af13a37ac3598f3f4f613f560","Yes",19,"female",13,"Knowledge"
"7405","Reasonable","Darrel","s13736","5f4f444af13a37ac3598f3f4f613f560","Yes",20,"female",18,"Ignorance"
"7406","Reasonable","Emma","s13736","5f4f444af13a37ac3598f3f4f613f560","Yes",20,"female",18,"Gettier"
"7407","Reasonable","Gerald","s13736","5f4f444af13a37ac3598f3f4f613f560","Yes",20,"female",18,"Knowledge"
"7417","Reasonable","Gerald","s13741","04aec6c128a6d0c7b156124a782a2e17","Yes",19,"male",14,"Gettier"
"7418","Reasonable","Darrel","s13741","04aec6c128a6d0c7b156124a782a2e17","Yes",19,"male",14,"Knowledge"
"7419","Reasonable","Emma","s13741","04aec6c128a6d0c7b156124a782a2e17","Yes",19,"male",14,"Ignorance"
"7423","Reasonable","Gerald","s13746","04aec6c128a6d0c7b156124a782a2e17","Yes",18,"male",14,"Knowledge"
"7424","Reasonable","Emma","s13746","04aec6c128a6d0c7b156124a782a2e17","Yes",18,"male",14,"Gettier"
"7425","Reasonable","Darrel","s13746","04aec6c128a6d0c7b156124a782a2e17","Yes",18,"male",14,"Ignorance"
"7429","Reasonable","Emma","s13748","04aec6c128a6d0c7b156124a782a2e17","Yes",19,"male",12,"Gettier"
"7430","Reasonable","Gerald","s13748","04aec6c128a6d0c7b156124a782a2e17","Yes",19,"male",12,"Ignorance"
