"CASE","QUESTNNR","MODE","LANGUAGE","STARTED","VD02_01","VE02_01","VE03","VE04_01","VE05","VE06_01","VE07","Name_order","Condition_order","Binary_label_balance","CS02","DV01_FmF","DV01_ScW","DV01_ScH","DV01_QnW","lab_ID","TIME001","TIME002","TIME003","TIME004","TIME005","TIME006","TIME007","TIME008","TIME009","TIME010","TIME011","TIME012","TIME013","TIME_SUM","LASTDATA","FINISHED","Q_VIEWER","LASTPAGE","MAXPAGE","VD03","VD04_01","VD05","VD06_01","VD07","VG02_01","VG03","VG04_01","VG05","VG06_01","TIME014","TIME015","TIME016","TIME017","TIME018","TIME019","TIME020","TIME021","TIME022","TIME023","TIME024","TIME025","VG07","DF01_01","DF02_01","DF03_01","DF04_01","DF05_01","DF06_01","DF07_01","DF08_01","DF09_01","DF10_01","DF11_01","DD02","DD05","DD05_01","DD05_02","DD05_03","DD05_04","DD05_05","DD05_06","DD05_07","DD05_08","DD05_09","DD06","SF01","RC01_01","RW01","RW02","RW02_01","TIME026","TIME035","TIME036","TIME037","TIME038","TIME039","TIME040","TIME041","TIME042","TIME043","DF12_01","DD01_01","Add_vignette_cond","XA01_01","XA02","XA03_01","XA04","XA05_01","XA06","TIME027","TIME028","TIME029","TIME030","TIME031","TIME032","TIME033","TIME034","TIME046","DF13_01","DF14_01","DF15_01","DD03_01","DD04_01","RW03","TIME044","Scale_type","VE08","VD08","VD09","VD10","VG08","VG09","VG10","VE09","VE10","XB01_01","XB07","XB02","XB08","XB04","XB09","XB06","XB03_01","XB05_01","DD02_03","DD05_09a","AD03_01","UR01_01","XA07","XA08","XA09","RW02_04","RW02_03","AD01","UR01_02","Normal_vs_expertise","XC01_01","XC02","XC03_01","XC04","XC05_01","XC06","AD04","AD06","AD07","AD08","AD09","AD10","AD11","AD12","AD13","AD14","AD15","AD16","AD17","AD18","AD19","AD20","AD21","AD22","TIME047","TIME045","AD23","AD24","AD25","AD26","AD27","RW02_02","Darrel_cond","Gerald_cond","Emma_cond","TIME048","REF","AD28_01","AD28_02","AD28_03","AD28_04","AD28_05","AD28_06","isCorrect"
1400,"T2","interview","eng","2019-10-16 21:11:36",1,1,1,101,1,101,2,"EGD","GKI","normal",1,1,1920,1080,780,"USA_153",2,5,7,43,19,8,7,6,28,11,9,63,6,505,"2019-10-16 21:21:42",1,0,44,44,2,101,2,101,2,1,1,101,1,100,5,6,6,5,3,2,42,5,4,4,4,6,2,1,8,9,9,9,1,2,7,1,2,6,1,1,2,1,1,1,1,1,1,1,1,5,1,NA,1,NA,NA,11,19,34,71,NA,NA,NA,115,21,13,"Great study. I would love to learn about the results once calculated.","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"To determine luck versus knowledge.","The materials can be deceiving, whether intentionally or not.","Yes. I have participated in similar studies during my undergrad. I attended a university with many research projects happening at once.","United States","United States",2,16,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1402,"T2","interview","eng","2019-10-16 22:05:26",NA,NA,NA,NA,NA,NA,NA,"EDG","GKI","normal",1,1,1920,1080,780,"USA_153",9,11,8,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,"2019-10-16 22:06:31",0,0,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1403,"T2","interview","eng","2019-10-16 22:07:13",NA,NA,NA,NA,NA,NA,NA,"DEG","IGK","normal",1,1,1920,1080,780,"USA_153",3,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,"2019-10-16 22:07:25",0,0,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1409,"T2","interview","eng","2019-10-16 23:14:19",1,1,2,101,2,1,2,"EGD","IGK","normal",1,1,1920,1080,780,"USA_153",14,5,5,63,22,7,13,17,24,27,6,81,36,746,"2019-10-16 23:32:15",1,0,44,44,1,101,1,1,2,1,1,101,1,1,6,10,7,17,29,7,73,16,6,12,5,10,2,1,9,9,9,9,1,6,7,1,1,1,1,1,2,1,1,1,1,1,1,1,1,15,1,NA,1,NA,NA,13,46,267,61,NA,NA,NA,25,95,22,NA,"66",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S.","U.S",2,29,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1420,"T2","interview","eng","2019-10-17 02:25:09",101,1,1,101,2,1,2,"DEG","IKG","normal",1,3,1366,768,780,"USA_153",12,16,9,52,38,13,21,20,51,25,11,37,13,807,"2019-10-17 02:49:25",1,0,44,44,1,101,2,3,2,1,1,101,2,2,10,20,11,11,10,4,54,16,18,15,7,12,2,6,9,7,3,8,2,7,3,6,5,4,2,2,1,1,1,1,1,1,2,1,2,17,1,NA,1,NA,NA,8,55,274,105,NA,NA,NA,300,121,63,"The three stories followed a similar pattern, and the answers could be argued either way.","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"To understand the way {Category:} think and process vague scenarios. ","Even though the stories were different, they felt repetitive. They also followed the same patterns of the individual having to make assumptions with limited knowledge. The scenarios blurred the lines between inputting your own personal answer and stepping into the shoes of the character to answer the question in the way you think they would.  ","No","United States","United States",2,24,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1440,"T2","interview","eng","2019-10-17 17:21:25",1,1,1,101,1,50,2,"EDG","KIG","swapped",1,1,1920,1080,780,"USA_153",4,4,10,26,20,7,12,8,15,11,3,42,9,488,"2019-10-17 17:29:34",1,0,44,44,2,101,2,6,1,101,1,87,1,1,4,9,4,9,11,5,48,4,4,5,4,5,1,3,8,4,6,8,5,7,4,3,3,5,2,1,1,1,2,1,1,1,1,1,1,16,1,NA,1,NA,NA,7,24,23,51,NA,NA,NA,39,22,16,NA,"23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"It was something I didn't really expect  to read.","No I have not.","US","US",2,23,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1447,"T2","interview","eng","2019-10-17 19:12:39",87,1,2,44,2,46,2,"EGD","IGK","swapped",1,1,1440,900,780,"USA_153",52,7,8,40,22,6,23,18,12,18,3,66,12,783,"2019-10-17 19:27:28",1,0,47,47,1,93,1,21,1,80,1,90,1,31,4,14,6,11,13,3,56,13,7,12,5,9,1,7,9,9,3,9,1,6,9,2,2,3,1,1,2,1,1,1,1,1,1,1,1,13,1,NA,2,1,"Not sure",16,32,34,56,NA,NA,NA,86,25,28,NA,"18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,"Maybe how well {Category:} retain information.","It was a little odd but it was fairly easy.","No, I have not.","USA","USA",1,70,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1450,"T2","interview","eng","2019-10-17 19:21:07",66,94,2,101,2,5,2,"DGE","GKI","normal",1,1,1366,768,780,"USA_153",23,6,2,5,12,6,12,5,8,13,4,58,10,520,"2019-10-17 19:43:44",1,0,46,46,2,1,2,43,1,101,1,101,1,4,7,8,10,9,12,2,33,15,5,8,8,7,2,2,3,4,7,9,1,7,1,4,2,3,1,1,1,1,2,1,1,1,1,1,1,14,1,NA,2,1,"10",5,24,20,44,NA,NA,NA,95,28,26,NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,"to see how different {Category:} perceive different scenarios ","at first i didn't know what to really do but after i got the hang of it was interesting.","no the would be my first one like this ","US","US",2,45,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1451,"T2","interview","eng","2019-10-17 19:36:09",1,100,1,100,2,51,1,"DEG","KGI","normal",1,1,1920,1080,780,"USA_153",10,5,3,22,20,5,17,13,19,11,4,29,10,611,"2019-10-17 19:46:20",1,0,44,44,1,101,1,1,2,1,2,99,1,1,3,8,9,6,8,2,44,11,11,4,3,4,2,5,7,9,5,9,7,9,9,4,3,3,2,1,1,1,2,1,1,1,1,1,1,18,1,NA,1,NA,NA,12,31,29,63,NA,NA,NA,63,59,48,"i have no comments ","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"To see how well your mind remembers things ","easy not hard at all ","no never ","USA","USA",2,25,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1452,"T2","interview","eng","2019-10-17 19:46:08",1,18,2,78,2,16,2,"DEG","GIK","normal",1,3,976,610,780,"USA_153",6,19,9,60,23,6,17,8,30,16,7,42,11,598,"2019-10-17 20:00:19",1,0,44,44,1,101,1,63,1,13,1,89,1,9,5,11,15,9,13,3,66,13,20,13,4,5,2,2,3,3,9,6,5,9,2,4,2,2,1,3,2,2,1,1,1,1,2,1,1,15,1,NA,1,NA,NA,11,24,27,52,NA,NA,NA,202,73,13,"N/A","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"To retrieve information about the objective mind.  Dialectical thought. Are individuals able to consider the unknown/contrast of an event. If they know is it by chance or by observation.","N/a","No","United States","United States",2,16,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
