"CASE","QUESTNNR","MODE","LANGUAGE","STARTED","VD02_01","VE02_01","VE03","VE04_01","VE05","VE06_01","VE07","Name_order","Condition_order","Binary_label_balance","CS02","DV01_FmF","DV01_ScW","DV01_ScH","DV01_QnW","lab_ID","TIME001","TIME002","TIME003","TIME004","TIME005","TIME006","TIME007","TIME008","TIME009","TIME010","TIME011","TIME012","TIME013","TIME_SUM","LASTDATA","FINISHED","Q_VIEWER","LASTPAGE","MAXPAGE","VD03","VD04_01","VD05","VD06_01","VD07","VG02_01","VG03","VG04_01","VG05","VG06_01","TIME014","TIME015","TIME016","TIME017","TIME018","TIME019","TIME020","TIME021","TIME022","TIME023","TIME024","TIME025","VG07","DF01_01","DF02_01","DF03_01","DF04_01","DF05_01","DF06_01","DF07_01","DF08_01","DF09_01","DF10_01","DF11_01","DD02","DD05","DD05_01","DD05_02","DD05_03","DD05_04","DD05_05","DD05_06","DD05_07","DD05_08","DD05_09","DD06","SF01","RC01_01","RW01","RW02","RW02_01","TIME026","TIME035","TIME036","TIME037","TIME038","TIME039","TIME040","TIME041","TIME042","TIME043","DF12_01","DD01_01","Add_vignette_cond","XA01_01","XA02","XA03_01","XA04","XA05_01","XA06","TIME027","TIME028","TIME029","TIME030","TIME031","TIME032","TIME033","TIME034","TIME046","DF13_01","DF14_01","DF15_01","DD03_01","DD04_01","RW03","TIME044","Scale_type","VE08","VD08","VD09","VD10","VG08","VG09","VG10","VE09","VE10","XB01_01","XB07","XB02","XB08","XB04","XB09","XB06","XB03_01","XB05_01","DD02_03","DD05_09a","AD03_01","UR01_01","XA07","XA08","XA09","RW02_04","RW02_03","AD01","UR01_02","Normal_vs_expertise","XC01_01","XC02","XC03_01","XC04","XC05_01","XC06","AD04","AD06","AD07","AD08","AD09","AD10","AD11","AD12","AD13","AD14","AD15","AD16","AD17","AD18","AD19","AD20","AD21","AD22","TIME047","TIME045","AD23","AD24","AD25","AD26","AD27","RW02_02","Darrel_cond","Gerald_cond","Emma_cond","TIME048","REF","AD28_01","AD28_02","AD28_03","AD28_04","AD28_05","AD28_06","isCorrect"
715,"T2","interview","zho","2019-09-10 19:42:39",91,82,1,84,1,86,1,"GED","KIG","swapped",1,1,1280,720,780,"TWN_001",3,4,2,7,3,2,3,2,2,2,2,1,2,124,"2019-09-10 19:46:33",1,0,46,46,1,96,2,95,1,77,1,95,2,90,3,2,2,2,2,2,2,2,2,3,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,1,1,1,1,NA,NA,"5155",NA,NA,NA,3,6,7,6,8,7,5,NA,NA,NA,NA,"TEST","I",88,1,75,2,101,2,1,2,2,3,2,2,2,2,115,"TEST",NA,NA,NA,NA,NA,NA,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
719,"T2","interview","zho","2019-09-11 02:39:27",NA,NA,1,NA,1,NA,2,"EGD","GKI","swapped",1,1,1500,1000,780,"TWN_001",18,5,3,9,6,6,7,5,7,8,3,64,5,313,"2019-09-11 02:44:40",1,0,46,46,1,NA,1,NA,1,NA,1,NA,1,NA,3,5,4,7,5,2,8,4,4,3,4,4,1,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,2,1,1,1,1,12,1,"9160",NA,NA,NA,4,6,7,11,7,25,8,NA,NA,NA,NA,"20","I",NA,1,NA,1,NA,1,3,5,4,4,3,4,9,4,10,NA,NA,NA,"Taiwan","Taiwan",NA,NA,"binary",2,1,1,2,1,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Psy",NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
721,"T2","interview","zho","2019-09-11 11:23:48",75,NA,NA,NA,NA,NA,NA,"DEG","GKI","swapped",1,1,1280,720,780,"TWN_001",2,5,2,1,91,4,3,2,NA,NA,NA,NA,NA,110,"2019-09-11 11:25:38",0,0,8,8,2,92,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
723,"T2","interview","zho","2019-09-11 13:54:30",97,96,2,94,2,82,2,"GDE","IKG","normal",1,1,1280,720,780,"TWN_001",3,4,1,2,5,2,3,2,3,2,1,2,2,124,"2019-09-11 13:59:08",1,0,46,46,2,73,2,101,2,71,1,80,1,94,2,3,2,2,3,1,2,3,2,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,1,1,1,1,NA,NA,"1779",NA,NA,NA,3,5,6,6,5,11,7,NA,NA,NA,NA,"TEST","I",74,2,82,2,94,2,1,2,2,3,2,2,3,2,159,NA,NA,NA,NA,NA,NA,NA,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
733,"T2","interview","zho","2019-09-12 14:01:14",NA,NA,1,NA,1,NA,1,"GED","GKI","normal",1,1,1500,1000,780,"TWN_001",72,4,5,31,5,5,11,7,14,18,3,4,17,338,"2019-09-12 14:08:05",1,0,46,46,1,NA,1,NA,2,NA,1,NA,1,NA,5,12,5,3,6,2,4,4,4,3,3,52,2,5,5,5,5,5,5,5,5,5,5,5,2,0,1,1,1,1,1,1,1,1,1,11,1,"776",NA,NA,NA,6,8,6,6,7,17,7,NA,NA,NA,"NA","10","G",NA,1,NA,1,NA,1,2,3,3,3,4,2,3,3,31,NA,NA,NA,NA,NA,NA,NA,"binary",1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
735,"T2","interview","zho","2019-09-12 14:08:32",NA,NA,2,NA,NA,NA,NA,"EDG","GKI","swapped",1,1,1500,1000,780,"TWN_001",3,3,3,5,4,5,NA,NA,NA,NA,NA,NA,NA,23,"2019-09-12 14:08:55",0,0,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"binary",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
736,"T2","interview","zho","2019-09-12 14:09:43",NA,97,NA,NA,NA,NA,NA,"EGD","IKG","swapped",1,1,1500,1000,780,"TWN_001",2,4,3,5,152,NA,NA,NA,NA,NA,NA,NA,NA,30,"2019-09-12 14:12:29",0,0,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
821,"T2","interview","zho","2019-09-17 02:01:38",90,5,1,99,1,97,2,"EGD","GKI","swapped",1,1,1280,720,780,"TWN_001",3,4,3,20,19,7,6,19,12,13,2,2,5,161,"2019-09-17 02:04:20",0,0,27,27,1,95,2,101,2,101,2,97,1,101,2,3,4,1,3,2,13,3,3,2,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
1205,"T2","interview","zho","2019-10-09 07:53:12",NA,NA,1,NA,1,NA,1,"GED","GKI","normal",1,1,1280,720,780,"TWN_001",3,5,2,2,3,3,3,3,3,3,2,1,3,152,"2019-10-09 07:55:44",1,0,46,46,1,NA,1,NA,1,NA,1,NA,1,NA,3,3,2,3,3,2,1,3,3,3,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,1,1,1,1,NA,NA,"5909",NA,NA,NA,2,6,5,9,9,23,6,NA,NA,NA,"TEST","TEST","G",NA,1,NA,1,NA,1,2,2,3,2,3,3,3,3,3,"TEST","TEST","TEST","TEST","TEST",NA,NA,"binary",1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TEST",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1542,"T2","interview","zho","2019-10-20 11:19:25",70,NA,NA,NA,NA,NA,NA,"DGE","GKI","swapped",1,1,1280,720,598,"TWN_001",22,18,10,6,10,5,3,4,6,4,3,30,7,141,"2019-10-20 11:21:46",0,0,16,16,1,72,1,67,2,79,1,92,1,NA,4,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
