"CASE","QUESTNNR","MODE","LANGUAGE","STARTED","VD02_01","VE02_01","VE03","VE04_01","VE05","VE06_01","VE07","Name_order","Condition_order","Binary_label_balance","CS02","DV01_FmF","DV01_ScW","DV01_ScH","DV01_QnW","lab_ID","TIME001","TIME002","TIME003","TIME004","TIME005","TIME006","TIME007","TIME008","TIME009","TIME010","TIME011","TIME012","TIME013","TIME_SUM","LASTDATA","FINISHED","Q_VIEWER","LASTPAGE","MAXPAGE","VD03","VD04_01","VD05","VD06_01","VD07","VG02_01","VG03","VG04_01","VG05","VG06_01","TIME014","TIME015","TIME016","TIME017","TIME018","TIME019","TIME020","TIME021","TIME022","TIME023","TIME024","TIME025","VG07","DF01_01","DF02_01","DF03_01","DF04_01","DF05_01","DF06_01","DF07_01","DF08_01","DF09_01","DF10_01","DF11_01","DD02","DD05","DD05_01","DD05_02","DD05_03","DD05_04","DD05_05","DD05_06","DD05_07","DD05_08","DD05_09","DD06","SF01","RC01_01","RW01","RW02","RW02_01","TIME026","TIME035","TIME036","TIME037","TIME038","TIME039","TIME040","TIME041","TIME042","TIME043","DF12_01","DD01_01","Add_vignette_cond","XA01_01","XA02","XA03_01","XA04","XA05_01","XA06","TIME027","TIME028","TIME029","TIME030","TIME031","TIME032","TIME033","TIME034","TIME046","DF13_01","DF14_01","DF15_01","DD03_01","DD04_01","RW03","TIME044","Scale_type","VE08","VD08","VD09","VD10","VG08","VG09","VG10","VE09","VE10","XB01_01","XB07","XB02","XB08","XB04","XB09","XB06","XB03_01","XB05_01","DD02_03","DD05_09a","AD03_01","UR01_01","XA07","XA08","XA09","RW02_04","RW02_03","AD01","UR01_02","Normal_vs_expertise","XC01_01","XC02","XC03_01","XC04","XC05_01","XC06","AD04","AD06","AD07","AD08","AD09","AD10","AD11","AD12","AD13","AD14","AD15","AD16","AD17","AD18","AD19","AD20","AD21","AD22","TIME047","TIME045","AD23","AD24","AD25","AD26","AD27","RW02_02","Darrel_cond","Gerald_cond","Emma_cond","TIME048","REF","AD28_01","AD28_02","AD28_03","AD28_04","AD28_05","AD28_06","isCorrect"
920,"T2","interview","ger","2019-09-21 19:00:53",1,1,2,100,2,1,1,"GED","GIK","swapped",1,1,1440,900,780,"AUT_001",9,32,7,121,59,12,34,18,17,19,7,65,16,1013,"2019-09-21 19:24:12",1,0,40,40,1,101,1,1,1,1,1,100,1,101,15,16,10,15,37,3,290,116,29,15,14,10,2,2,9,2,9,3,1,4,4,1,2,9,2,1,2,1,1,1,1,1,1,1,1,11,1,NA,NA,NA,NA,35,33,49,84,165,29,18,NA,NA,NA,NA,"42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Inwieweit lassen sich Probanden, ihre Meinung, durch nicht bewiesenen Fakten beeinflussen.",NA,"nein ","Österreich ","Deutschland",NA,NA,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
923,"T2","interview","ger","2019-09-21 20:01:38",7,95,2,94,2,3,2,"DGE","GKI","normal",1,1,1600,900,780,"AUT_001",9,18,9,33,15,4,12,7,26,12,35,45,7,642,"2019-09-21 20:12:52",1,0,40,40,1,100,1,38,2,99,1,100,1,77,4,7,6,12,8,3,24,11,16,6,8,15,1,2,9,2,8,7,1,3,3,1,3,1,2,1,2,1,1,1,1,1,1,1,1,12,1,NA,NA,NA,NA,9,21,23,117,109,32,11,NA,NA,NA,NA,"43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ob eine Person etwas für sich als Wissen bezeichnen kann, obwohl dieses objektiv falsch ist. ","Künstliche Texte.","nein","Österreich","Österreich",NA,NA,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
924,"T2","interview","ger","2019-09-21 20:07:32",101,1,1,2,1,101,2,"GDE","IKG","swapped",1,1,2560,1440,780,"AUT_001",13,46,9,57,51,9,12,8,15,22,4,107,25,693,"2019-09-21 20:19:05",1,0,40,40,1,101,1,1,1,79,2,101,2,1,7,7,4,11,8,2,42,10,5,9,6,8,2,1,9,9,9,9,1,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,14,1,NA,NA,NA,NA,10,41,29,39,19,28,30,NA,NA,NA,NA,"21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Österreich","Kosovo",NA,NA,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
926,"T2","interview","ger","2019-09-21 20:14:28",NA,NA,NA,NA,NA,NA,NA,"GDE","GKI","swapped",1,1,1920,1080,780,"AUT_001",4299,44,12,75,36,8,26,11,NA,NA,NA,NA,NA,228,"2019-09-21 21:29:39",0,0,8,8,NA,NA,NA,NA,NA,95,1,95,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
927,"T2","interview","ger","2019-09-21 20:30:51",101,1,2,101,2,1,2,"GDE","KGI","swapped",1,1,1920,1080,780,"AUT_001",21,19,25,45,15,3,11,8,16,9,4,52,7,602,"2019-09-21 20:40:53",1,0,40,40,1,101,1,1,1,101,1,1,1,1,3,9,5,8,6,3,40,7,5,8,6,8,1,5,9,9,9,9,1,1,1,1,5,8,1,1,2,1,1,1,1,1,1,1,1,8,1,NA,NA,NA,NA,11,34,19,55,54,77,9,NA,NA,NA,NA,"22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Testung der Selbstsicherheit von Menschen
Leseverständnis?","sehr einfach, sehr gut","nein ","Österreich ","Österreich ",NA,NA,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
928,"T2","interview","ger","2019-09-21 20:32:42",101,1,2,96,2,1,2,"GDE","KGI","normal",1,1,1920,1080,780,"AUT_001",2583,29,3,28,17,7,19,11,16,31,3,26,6,718,"2019-09-21 21:27:27",1,0,40,40,1,101,1,1,1,101,1,101,1,1,5,5,3,11,13,2,23,5,5,5,6,7,2,5,9,9,6,9,5,4,1,3,8,1,2,1,2,1,1,1,1,1,1,1,1,12,1,NA,NA,NA,NA,5,27,29,41,286,21,7,NA,NA,NA,NA,"22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"thematisiert wissen, glauben und hinterfragen auf basis der wahrnehmung, ähnlich zu testimony von alvin goldman","keine angabe","nein, noch an keiner ähnlichen studie teilgenommen
","Österreich","Österreich",NA,NA,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
929,"T2","interview","ger","2019-09-21 21:30:00",86,86,1,92,1,87,2,"DEG","IKG","normal",1,1,1920,1080,780,"AUT_001",4,3,5,73,34,14,30,15,44,19,7,60,27,771,"2019-09-21 21:42:52",1,0,40,40,2,89,2,17,2,95,1,91,1,8,8,17,6,25,16,4,64,8,4,10,14,11,1,3,9,8,8,9,2,7,2,5,5,4,2,1,2,1,1,1,1,1,1,1,1,12,1,NA,NA,NA,NA,25,48,33,55,29,28,31,NA,NA,NA,NA,"50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Österreich","Österreich",NA,NA,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
930,"T2","interview","ger","2019-09-21 21:56:26",89,4,2,15,2,10,2,"GED","GIK","normal",1,3,768,1024,748,"AUT_001",10,6,13,67,22,9,13,8,10,9,3,35,13,571,"2019-09-21 22:05:57",1,0,40,40,1,98,1,84,1,31,2,27,2,20,4,6,3,7,8,3,87,15,4,8,10,28,2,1,7,5,9,9,5,8,5,1,5,1,1,1,2,1,1,1,1,1,1,1,1,12,1,NA,NA,NA,NA,26,26,25,39,15,26,13,NA,NA,NA,NA,"21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Österreich","Österreich",NA,NA,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
932,"T2","interview","ger","2019-09-21 21:59:44",92,4,2,4,2,2,2,"DEG","KIG","swapped",1,1,1600,900,780,"AUT_001",32,72,10,47,82,6,31,17,36,9,7,47,10,721,"2019-09-21 22:12:49",1,0,40,40,1,99,1,4,1,100,1,99,1,98,8,14,8,11,22,5,57,9,6,8,9,11,2,2,9,9,7,9,2,9,4,1,3,8,2,1,2,1,1,1,1,1,1,1,1,9,2,NA,NA,NA,NA,10,52,28,54,21,33,13,NA,NA,NA,NA,"56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Österreich","Österreich",NA,NA,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
933,"T2","interview","ger","2019-09-21 22:07:44",69,101,1,101,1,1,1,"DGE","GIK","normal",1,1,1368,912,780,"AUT_001",4,4,4,33,53,4,10,5,25,11,3,53,5,956,"2019-09-21 22:23:41",1,0,40,40,1,101,1,24,2,1,2,101,2,1,3,6,4,12,7,2,29,5,3,6,4,7,2,1,9,9,9,9,1,4,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,12,1,NA,NA,NA,NA,4,22,31,44,241,299,13,NA,NA,NA,NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eventuell herauszufinden, wie unterschiedlich Menschen die Realität wahrnehmen können.","Sehr gut","nein","USA","Österreich",NA,NA,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
