"CASE","QUESTNNR","MODE","LANGUAGE","STARTED","VD02_01","VE02_01","VE03","VE04_01","VE05","VE06_01","VE07","Name_order","Condition_order","Binary_label_balance","CS02","DV01_FmF","DV01_ScW","DV01_ScH","DV01_QnW","lab_ID","TIME001","TIME002","TIME003","TIME004","TIME005","TIME006","TIME007","TIME008","TIME009","TIME010","TIME011","TIME012","TIME013","TIME_SUM","LASTDATA","FINISHED","Q_VIEWER","LASTPAGE","MAXPAGE","VD03","VD04_01","VD05","VD06_01","VD07","VG02_01","VG03","VG04_01","VG05","VG06_01","TIME014","TIME015","TIME016","TIME017","TIME018","TIME019","TIME020","TIME021","TIME022","TIME023","TIME024","TIME025","VG07","DF01_01","DF02_01","DF03_01","DF04_01","DF05_01","DF06_01","DF07_01","DF08_01","DF09_01","DF10_01","DF11_01","DD02","DD05","DD05_01","DD05_02","DD05_03","DD05_04","DD05_05","DD05_06","DD05_07","DD05_08","DD05_09","DD06","SF01","RC01_01","RW01","RW02","RW02_01","TIME026","TIME035","TIME036","TIME037","TIME038","TIME039","TIME040","TIME041","TIME042","TIME043","DF12_01","DD01_01","Add_vignette_cond","XA01_01","XA02","XA03_01","XA04","XA05_01","XA06","TIME027","TIME028","TIME029","TIME030","TIME031","TIME032","TIME033","TIME034","TIME046","DF13_01","DF14_01","DF15_01","DD03_01","DD04_01","RW03","TIME044","Scale_type","VE08","VD08","VD09","VD10","VG08","VG09","VG10","VE09","VE10","XB01_01","XB07","XB02","XB08","XB04","XB09","XB06","XB03_01","XB05_01","DD02_03","DD05_09a","AD03_01","UR01_01","XA07","XA08","XA09","RW02_04","RW02_03","AD01","UR01_02","Normal_vs_expertise","XC01_01","XC02","XC03_01","XC04","XC05_01","XC06","AD04","AD06","AD07","AD08","AD09","AD10","AD11","AD12","AD13","AD14","AD15","AD16","AD17","AD18","AD19","AD20","AD21","AD22","TIME047","TIME045","AD23","AD24","AD25","AD26","AD27","RW02_02","Darrel_cond","Gerald_cond","Emma_cond","TIME048","REF","AD28_01","AD28_02","AD28_03","AD28_04","AD28_05","AD28_06","isCorrect"
4731,"T2","interview","ger","2019-12-18 13:16:52",21,1,2,91,2,101,2,"GDE","KGI","swapped",1,1,1366,768,780,"AC1805_N",29,13,7,49,30,8,23,21,26,25,3,62,8,802,"2019-12-18 13:30:14",1,0,42,42,1,80,1,7,1,31,1,89,1,30,5,13,6,8,8,2,38,6,5,12,16,8,1,6,9,3,5,4,4,7,7,5,4,6,2,1,2,1,1,1,1,1,1,1,1,12,1,NA,1,NA,NA,4,41,38,36,NA,114,27,13,11,NA,NA,"18","G",NA,NA,NA,NA,NA,NA,2,55,3,5,7,5,7,3,NA,"Die Funktion der Sprache herauszufinden.","Manche Materialien musste ich mir zweimal durchlesen, bevor ich sie verstanden habe.","Nein.","Deutschalnd","Deutschland",NA,NA,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,1,NA,1,NA,1,89,12,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"1","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","K","I",NA,"pc8",NA,NA,NA,NA,NA,NA,1
4732,"T2","interview","ger","2019-12-18 13:17:02",NA,NA,2,NA,2,NA,2,"GDE","KGI","normal",1,1,1366,768,780,"AC1805_N",35,14,10,64,16,6,12,12,14,15,5,68,12,792,"2019-12-18 13:30:14",1,0,43,43,1,NA,1,NA,2,NA,1,NA,1,NA,4,6,4,10,5,2,38,12,5,10,6,6,2,6,8,8,3,7,2,7,3,5,4,8,2,1,2,1,1,1,1,1,1,1,1,12,1,NA,3,4,NA,9,35,28,42,NA,110,32,10,7,23,NA,"18","G",NA,NA,NA,NA,NA,NA,2,66,8,4,4,4,11,6,NA,"einen Eindruck darüber verschaffen, was für Unterschiedliche Eindrücke Menschen in verschiedenen Situation haben","Vom Inhalt zwar unterschiedlich, lassen aber ähnliche bzw. gleiche Fragestellungen zu","nein","Deutschland, Thüringen","Deutschland",NA,NA,"binary",2,2,1,2,2,1,2,1,2,NA,2,1,1,1,1,2,NA,NA,NA,NA,NA,"1",NA,NA,NA,"Süßigkeiten",NA,NA,"1","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","K","I",NA,"pc5",NA,NA,NA,NA,NA,NA,1
4733,"T2","interview","ger","2019-12-18 13:22:33",85,1,2,1,2,101,1,"DGE","GIK","swapped",1,1,1366,768,780,"AC1805_N",45,32,22,36,21,5,12,8,44,11,4,63,18,880,"2019-12-18 13:37:40",1,0,43,43,1,73,2,35,1,1,2,101,2,99,4,27,7,11,22,3,46,6,6,9,6,9,2,5,6,5,4,4,6,7,7,6,6,7,2,1,2,1,1,1,1,1,1,1,1,12,1,NA,2,4,NA,21,32,21,44,NA,55,28,8,5,21,NA,"20","G",NA,NA,NA,NA,NA,NA,3,84,8,4,16,31,15,34,NA,"Lesekompetenz prüfen","ähnliche Situationen",NA,"Deutschland","Deutschland",NA,NA,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,2,89,59,NA,NA,NA,NA,NA,NA,NA,"Süßigkeiten",NA,NA,"1","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","I","K",NA,"pc7",NA,NA,NA,NA,NA,NA,0
4738,"T2","interview","ger","2019-12-18 13:32:38",NA,NA,1,NA,1,NA,2,"GED","KGI","normal",1,1,1366,768,780,"AC1805_N",30,15,5,45,13,7,9,7,14,12,4,28,8,631,"2019-12-18 13:43:09",1,0,43,43,2,NA,2,NA,2,NA,1,NA,1,NA,5,5,8,9,13,3,51,9,4,7,5,11,1,2,9,6,6,4,1,7,3,4,4,6,1,1,2,1,1,1,1,1,1,1,1,12,1,NA,3,4,NA,9,24,29,56,NA,22,23,11,12,36,NA,"19","I",NA,NA,NA,NA,NA,NA,4,39,7,5,4,6,7,10,NA,NA,NA,NA,"Deutschland","Deutschland",NA,NA,"binary",1,1,1,2,1,1,2,1,1,NA,2,2,1,2,2,1,NA,NA,NA,NA,NA,"1",NA,NA,NA,"Süßes",NA,NA,"1","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I","K","G",NA,"pc6",NA,NA,NA,NA,NA,NA,1
4739,"T2","interview","ger","2019-12-18 13:32:45",101,1,1,101,1,101,2,"DGE","GIK","swapped",1,1,1366,768,780,"AC1805_N",37,5,5,34,18,4,9,6,40,17,5,47,5,642,"2019-12-18 13:43:27",1,0,43,43,1,101,1,51,1,101,2,101,2,1,4,8,6,12,12,5,31,10,5,13,3,12,1,1,9,9,8,9,1,7,1,3,7,1,2,1,2,1,1,1,1,1,1,1,1,12,1,NA,3,4,NA,8,29,17,44,NA,55,45,7,7,13,NA,"19","G",NA,NA,NA,NA,NA,NA,2,29,8,3,5,6,6,5,NA,"Herauszufinden ob das wort wissen objektiv oder subjektiv gemeint ist und wie unter welchen umständen","zweckmäßig","nein","Deutschland, Hessen","Deutschland, Hessen",NA,NA,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,2,101,101,NA,NA,NA,"1",NA,NA,NA,"Schokolade",NA,NA,"1","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","I","K",NA,"pc8",NA,NA,NA,NA,NA,NA,1
4740,"T2","interview","ger","2019-12-18 13:33:24",NA,NA,2,NA,2,NA,2,"GED","KGI","normal",1,1,2021,1137,780,"AC1805_N",22,6,10,46,22,3,7,7,14,14,4,32,5,516,"2019-12-18 13:42:00",1,0,42,42,2,NA,2,NA,2,NA,1,NA,1,NA,3,9,6,7,7,4,39,12,4,6,4,5,2,3,8,5,7,5,1,4,7,1,4,5,1,1,2,1,1,1,1,1,1,1,1,12,1,NA,1,NA,NA,7,15,18,29,NA,47,17,7,4,NA,NA,"28","I",NA,NA,NA,NA,NA,NA,2,41,3,4,9,3,6,6,NA,"Herausfinden, wie man Marketing gezielter einsetzen kann",NA,"nein","Deutschland","Kasachstan",NA,NA,"binary",2,2,1,2,2,1,1,1,2,NA,2,2,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I","K","G",NA,"pc99",NA,NA,NA,NA,NA,NA,0
4743,"T2","interview","ger","2019-12-18 13:43:38",NA,NA,1,NA,1,NA,2,"EDG","GIK","normal",1,1,1366,768,780,"AC1805_N",45,17,12,42,10,6,10,9,9,15,5,69,5,691,"2019-12-18 13:55:09",1,0,43,43,1,NA,2,NA,2,NA,1,NA,1,NA,6,7,7,7,10,3,61,9,4,11,5,5,1,5,9,9,1,9,1,9,5,7,1,1,2,1,2,1,1,1,1,1,1,1,1,13,1,NA,2,4,NA,6,22,21,50,NA,39,41,13,7,18,NA,"19","I",NA,NA,NA,NA,NA,NA,2,54,7,3,8,3,5,3,NA,NA,"Einfache Texte. Gut herausarbeitbar","Nein","Deutschland, Hessen","Deutschland",NA,NA,"binary",2,1,1,2,1,2,2,2,1,NA,2,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Etwas Süßes",NA,NA,"1","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I","K","G",NA,"pc6",NA,NA,NA,NA,NA,NA,0
4745,"T2","interview","ger","2019-12-18 13:51:21",NA,NA,1,NA,1,NA,2,"EDG","GIK","normal",1,1,1366,768,780,"AC1805_N",33,26,5,26,12,6,13,7,16,8,2,52,8,632,"2019-12-18 14:01:53",1,0,43,43,2,NA,2,NA,2,NA,1,NA,1,NA,4,24,5,5,5,2,39,5,3,5,5,3,2,3,9,4,9,4,7,6,4,1,5,1,1,1,2,1,1,1,1,1,1,1,1,13,1,NA,2,4,NA,13,34,34,34,NA,63,27,9,5,20,NA,"24","I",NA,NA,NA,NA,NA,NA,1,44,3,4,7,4,7,4,NA,"Wie Menschen über bestimmte Schverhalte denken","selbst ausgedachte Texte, welche im Plenum besprochen wurden","nein","Deutschland","Deutschland",NA,NA,"binary",2,2,1,1,2,1,1,1,1,NA,2,2,1,2,1,2,NA,NA,NA,NA,NA,"1",NA,NA,NA,"Süßes",NA,NA,"1","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I","K","G",NA,"pc4",NA,NA,NA,NA,NA,NA,1
4748,"T2","interview","ger","2019-12-18 13:54:39",NA,NA,1,NA,1,NA,2,"EDG","GIK","normal",1,1,1366,768,780,"AC1805_N",35,9,8,30,9,6,10,16,27,9,3,58,5,844,"2019-12-18 14:08:43",1,0,43,43,2,NA,2,NA,2,NA,2,NA,2,NA,4,7,6,16,8,3,49,9,5,6,5,10,1,2,9,9,8,9,3,6,3,1,2,9,1,1,2,1,1,1,1,1,1,1,1,13,1,NA,2,4,NA,13,32,34,134,NA,108,30,14,16,22,"Bei der ersten Situation habe ich nicht so gründlich gelesen, als ich jdeoch gemerkt habe, dass ich die Fragen nicht sicher beantworten konnte, wurde ich aufmerksamer beim Lesen.","20","I",NA,NA,NA,NA,NA,NA,2,46,6,3,6,5,9,11,NA,"Zur Forschung wie aufmerskam die Texte gelesen wurde, obwohl woher gesagt wurde, dass man gründlich lesen soll","Interessant, einfach und trotzdem ist es manchmal schwer gefallen die Fragen mit 100 prozentiger Sicherheit beantworten zu können.","Nein","Deutschland","Deutschland",NA,NA,"binary",2,2,1,2,1,1,1,1,1,NA,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Süßigkeiten",NA,NA,"1","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I","K","G",NA,"pc1",NA,NA,NA,NA,NA,NA,0
4749,"T2","interview","ger","2019-12-18 13:54:42",NA,NA,1,NA,1,NA,2,"GDE","GIK","normal",1,1,1366,768,780,"AC1805_N",31,8,7,44,19,6,11,7,14,10,3,44,15,769,"2019-12-18 14:07:31",1,0,43,43,2,NA,2,NA,2,NA,1,NA,1,NA,8,6,14,14,6,2,38,9,4,5,4,6,2,3,9,9,9,7,1,4,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,12,1,NA,2,4,NA,7,28,35,41,NA,138,36,17,9,20,NA,"18","I",NA,NA,NA,NA,NA,NA,3,60,7,2,8,6,8,9,NA,"Der Zweck dieser Studie könnte sein zu schauen, wie genau der Teilnehmer gelesen hat und wie verständlich die Fragen waren, weil  es offensichtlich immer nur eine richtige Antwortmöglichkeit gab.","Die kurzen Texte waren, sofern man aufmerksam gelesen hat, einfach zu verstehen. ","Nein. ","Wolfhagen ","Deutschland",NA,NA,"binary",2,2,1,2,2,1,2,1,1,NA,2,2,1,2,1,2,NA,NA,NA,NA,NA,"1",NA,NA,NA,"Schnucke ",NA,NA,"1","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I","G","K",NA,"pc2",NA,NA,NA,NA,NA,NA,1
