"CASE","QUESTNNR","MODE","LANGUAGE","STARTED","VD02_01","VE02_01","VE03","VE04_01","VE05","VE06_01","VE07","Name_order","Condition_order","Binary_label_balance","CS02","DV01_FmF","DV01_ScW","DV01_ScH","DV01_QnW","lab_ID","TIME001","TIME002","TIME003","TIME004","TIME005","TIME006","TIME007","TIME008","TIME009","TIME010","TIME011","TIME012","TIME013","TIME_SUM","LASTDATA","FINISHED","Q_VIEWER","LASTPAGE","MAXPAGE","VD03","VD04_01","VD05","VD06_01","VD07","VG02_01","VG03","VG04_01","VG05","VG06_01","TIME014","TIME015","TIME016","TIME017","TIME018","TIME019","TIME020","TIME021","TIME022","TIME023","TIME024","TIME025","VG07","DF01_01","DF02_01","DF03_01","DF04_01","DF05_01","DF06_01","DF07_01","DF08_01","DF09_01","DF10_01","DF11_01","DD02","DD05","DD05_01","DD05_02","DD05_03","DD05_04","DD05_05","DD05_06","DD05_07","DD05_08","DD05_09","DD06","SF01","RC01_01","RW01","RW02","RW02_01","TIME026","TIME035","TIME036","TIME037","TIME038","TIME039","TIME040","TIME041","TIME042","TIME043","DF12_01","DD01_01","Add_vignette_cond","XA01_01","XA02","XA03_01","XA04","XA05_01","XA06","TIME027","TIME028","TIME029","TIME030","TIME031","TIME032","TIME033","TIME034","TIME046","DF13_01","DF14_01","DF15_01","DD03_01","DD04_01","RW03","TIME044","Scale_type","VE08","VD08","VD09","VD10","VG08","VG09","VG10","VE09","VE10","XB01_01","XB07","XB02","XB08","XB04","XB09","XB06","XB03_01","XB05_01","DD02_03","DD05_09a","AD03_01","UR01_01","XA07","XA08","XA09","RW02_04","RW02_03","AD01","UR01_02","Normal_vs_expertise","XC01_01","XC02","XC03_01","XC04","XC05_01","XC06","AD04","AD06","AD07","AD08","AD09","AD10","AD11","AD12","AD13","AD14","AD15","AD16","AD17","AD18","AD19","AD20","AD21","AD22","TIME047","TIME045","AD23","AD24","AD25","AD26","AD27","RW02_02","Darrel_cond","Gerald_cond","Emma_cond","TIME048","REF","AD28_01","AD28_02","AD28_03","AD28_04","AD28_05","AD28_06","isCorrect"
4333,"T2","interview","ger","2019-12-16 14:42:28",101,1,2,27,2,30,2,"EGD","IGK","swapped",1,1,1366,768,780,"AC1804",1057,13,7,29,10,4,12,5,16,9,4,43,18,680,"2019-12-16 15:11:10",1,0,43,43,1,101,1,1,1,58,1,89,1,68,4,5,5,9,9,2,37,5,3,4,4,6,1,3,9,4,6,9,1,1,3,1,3,7,1,1,2,1,1,1,1,1,1,1,1,12,1,NA,3,NA,NA,5,21,17,32,NA,179,21,29,4,11,NA,"23","K",NA,NA,NA,NA,NA,NA,2,40,4,4,4,5,13,10,NA,NA,"Mir fiel manchmal die Einschätzung schwer, wenn zu wenig über die Person selbst bekannt ist, zum Beispiel wie gut der Wissenshorizont der Person bezogen auf Kunst war, die sich zu dem Bild von Monet äußerte. ","Ja, ich musste schon einmal über ähnliche Situationen Einschätzungen abgeben. Allerdings weiß ich nicht mehr worum es in der Studie genau ging, weshalb ich auch hier den Zweck nicht erraten kann.","Deutschland","Deutschland",NA,NA,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,1,NA,1,NA,2,63,58,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"1","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","G","I",NA,"pc4",NA,NA,NA,NA,NA,NA,1
4336,"T2","interview","ger","2019-12-16 15:06:19",24,96,1,85,1,6,1,"DGE","IGK","swapped",1,1,1366,768,780,"AC1804",22,76,6,59,35,10,14,11,9,15,5,78,15,912,"2019-12-16 15:23:31",1,0,43,43,2,83,2,14,2,86,1,64,1,88,6,9,5,31,60,5,63,13,6,10,5,14,2,2,3,4,8,4,4,8,6,2,5,7,1,1,2,1,1,1,1,1,1,1,1,12,1,NA,2,4,NA,5,39,29,58,NA,129,47,7,24,18,".","18","I",NA,NA,NA,NA,NA,NA,2,39,12,5,12,8,8,8,NA,".","Ähnliche Struktur und die Fakten waren, sobald man gemerkt hat welche Fragen gestellt werden, gut zu merken. ",".","Deutschland","Deutschland",NA,NA,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,2,NA,2,9,1,NA,NA,NA,"1",NA,NA,NA,"Gummibärchen",NA,NA,"1","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I","G","K",NA,"pc5",NA,NA,NA,NA,NA,NA,1
4337,"T2","interview","ger","2019-12-16 15:10:47",101,1,1,101,2,1,2,"EDG","IKG","swapped",1,1,1366,768,780,"AC1804",885,13,9,44,39,13,20,11,12,21,6,68,8,821,"2019-12-16 15:38:57",1,0,43,43,1,101,1,1,1,101,1,1,1,73,5,8,6,12,9,3,65,6,4,17,4,17,1,2,9,7,9,8,2,9,3,1,3,2,1,1,2,1,1,1,1,1,1,1,1,13,1,NA,2,4,NA,17,29,25,61,NA,82,23,9,5,18,NA,"21","K",NA,NA,NA,NA,NA,NA,2,59,7,4,13,3,12,16,NA,"Die Wahrnehmung und Einschätztungen von Situationen und welchem Einfluss die Ausdrucksweise auf die Wahrnehmung hat.","Sehr gut verständlich und einfach gehalten. ","Nein.","Deutschland","Deutschland",NA,NA,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,2,76,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","G","I",NA,"pc2",NA,NA,NA,NA,NA,NA,0
4339,"T2","interview","ger","2019-12-16 15:11:07",101,2,1,101,2,1,2,"DGE","GIK","swapped",1,1,1366,768,780,"AC1804",669,9,9,73,21,6,35,10,21,12,4,71,18,848,"2019-12-16 15:36:08",1,0,43,43,1,35,1,83,2,1,2,101,2,1,7,10,11,28,12,7,41,4,12,4,8,9,2,5,9,8,1,7,9,8,2,2,5,1,2,1,2,1,1,1,1,1,1,1,1,11,1,NA,2,4,NA,12,34,33,53,NA,18,30,15,8,22," ","21","G",NA,NA,NA,NA,NA,NA,5,70,3,10,22,13,28,14,NA,NA,NA,NA,"Deutschland","Deutschland",NA,NA,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,2,17,101,NA,NA,NA,"1",NA,NA,NA,"Gummibärchen",NA,NA,"1","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","I","K",NA,"pc3",NA,NA,NA,NA,NA,NA,1
4340,"T2","interview","ger","2019-12-16 15:11:31",101,1,2,101,2,98,2,"GDE","KGI","normal",1,1,1366,768,780,"AC1804",669,40,8,46,24,8,15,12,28,12,4,48,12,711,"2019-12-16 15:34:15",1,0,43,43,1,101,1,1,1,90,1,101,1,1,4,9,4,7,12,3,38,13,6,8,5,10,1,3,9,9,7,7,3,7,3,3,5,9,2,1,2,1,1,1,1,1,1,1,1,12,2,NA,2,4,NA,7,29,32,39,NA,9,44,21,9,63,NA,"21","G",NA,NA,NA,NA,NA,NA,3,36,3,5,6,4,5,4,NA,NA,NA,NA,"Deutschland","Deutschland",NA,NA,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,101,NA,1,NA,1,NA,1,101,101,NA,NA,NA,"1",NA,NA,NA,"Essen",NA,NA,"1","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","K","I",NA,"pc1",NA,NA,NA,NA,NA,NA,1
4341,"T2","interview","ger","2019-12-16 15:12:05",5,99,1,101,1,12,2,"GDE","GIK","normal",1,1,1366,768,780,"AC1804",196,5,8,17,22,11,13,9,9,9,3,2,5,706,"2019-12-16 15:23:51",1,0,43,43,1,100,1,4,1,90,1,9,1,101,7,4,6,4,4,2,1,6,3,4,7,3,1,5,6,7,3,5,7,7,7,1,1,1,2,1,1,1,1,1,1,1,1,1,2,12,1,NA,2,4,NA,8,30,15,41,NA,73,75,18,8,48,NA,"29","I",NA,NA,NA,NA,NA,NA,3,2,4,5,4,4,4,4,NA,"klar und unkompliziert","armute","ja
bisschen international zwischen LA und Emden","Deutscland","Syrien",NA,NA,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,2,NA,2,NA,2,99,98,NA,"Arabisch",NA,NA,NA,NA,NA,"Süssigkeiten",NA,NA,"1","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I","G","K",NA,"pc8",NA,NA,NA,NA,NA,NA,0
4342,"T2","interview","ger","2019-12-16 15:12:22",101,1,2,99,2,1,2,"GED","GIK","swapped",1,1,1366,768,780,"AC1804",206,59,4,39,16,6,10,17,16,10,3,28,10,908,"2019-12-16 15:27:30",1,0,43,43,1,101,1,1,1,11,1,93,2,1,5,6,4,23,12,3,42,9,3,8,3,5,2,5,9,8,4,8,1,9,5,1,5,6,1,1,2,1,1,1,1,1,1,1,1,12,1,NA,2,4,NA,6,37,26,78,NA,75,26,15,5,16,NA,"19","K",NA,NA,NA,NA,NA,NA,2,35,10,6,4,4,9,7,NA,NA,"Sie kamen einem ein wenig redundant vor ","Nein, das ist die erste Studie, an der ich teilgenommen habe. ","Deutschland ","Deutschland ",NA,NA,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,2,97,101,NA,NA,NA,"1",NA,NA,NA,"Süßigkeiten",NA,NA,"1","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","G","I",NA,"pc7",NA,NA,NA,NA,NA,NA,1
4343,"T2","interview","ger","2019-12-16 15:12:38",1,1,1,101,1,100,2,"GED","KGI","swapped",1,1,1366,768,780,"AC1804",141,163,9,82,36,5,33,15,20,27,4,56,15,1077,"2019-12-16 15:33:10",1,0,43,43,2,101,2,101,2,101,1,101,1,1,9,9,26,13,31,11,93,24,2,10,10,10,1,3,9,9,7,9,2,8,2,5,7,8,2,1,2,1,1,1,1,1,1,1,1,12,1,NA,3,4,NA,14,67,40,67,NA,16,35,16,7,21,NA,"23","I",NA,NA,NA,NA,NA,NA,6,52,8,4,4,5,7,9,NA,NA,NA,NA,"Deutschland","Russland",NA,NA,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,2,NA,2,101,101,NA,NA,NA,"1",NA,NA,NA,"Gummibärchen",NA,NA,"1","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I","K","G",NA,"pc4",NA,NA,NA,NA,NA,NA,1
4344,"T2","interview","ger","2019-12-16 15:17:09",17,24,2,16,2,98,2,"DGE","IKG","normal",1,1,1366,768,780,"AC1804",1592,14,12,42,39,5,13,8,17,17,3,59,14,699,"2019-12-16 15:55:04",1,0,43,43,2,90,2,75,2,81,1,91,1,12,5,6,3,11,12,2,31,8,7,5,4,10,1,2,9,8,7,6,4,7,4,2,5,6,1,2,2,1,1,1,1,1,1,2,1,14,1,NA,2,4,NA,11,25,32,49,NA,70,32,21,13,22,NA,"21","I",NA,NA,NA,NA,NA,NA,2,22,5,6,5,4,8,9,NA,"Zu schauen wie ernst Menschen Studien nehmen","Gut",NA,"deutschland","deutschland",NA,NA,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,2,NA,2,NA,2,91,95,NA,NA,NA,NA,NA,NA,NA,"Gummibärchen",NA,NA,"1","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I","K","G",NA,"pc6",NA,NA,NA,NA,NA,NA,0
4346,"T2","interview","ger","2019-12-16 15:25:03",1,88,1,101,1,101,2,"EGD","KIG","normal",1,1,1366,768,780,"AC1804",293,11,6,36,24,5,8,8,10,12,4,60,7,693,"2019-12-16 15:41:14",1,0,43,43,1,101,1,101,2,1,2,91,2,1,5,16,11,11,12,3,58,5,4,5,4,7,2,2,9,8,8,9,1,8,4,1,2,9,1,1,2,1,1,1,1,1,1,1,1,13,1,NA,3,4,NA,8,36,27,63,NA,67,29,12,9,13,NA,"20","G",NA,NA,NA,NA,NA,NA,2,52,5,4,6,4,3,5,NA,"inwieweit man die Sprache bei einem Szenario verstehen/identifizieren kann",NA,NA,"Deutschland","Deutschland",NA,NA,"vas",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,1,NA,1,NA,2,1,101,NA,NA,NA,"1",NA,NA,NA,"Süßigkeiten",NA,NA,"1","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","I","K",NA,"pc8",NA,NA,NA,NA,NA,NA,1
